Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,22,CS,75.43,46.63,93.84,61.26,81.26,0.01,79.13,68.30,F,14.00,No,Yes,None,Medium,4,7
Female,23,Engineering,88.71,67.73,54.18,99.33,95.81,4.39,89.85,60.38,A,27.20,No,Yes,High School,Medium,6,6
Male,22,Business,80.30,94.92,44.59,73.76,77.11,0.87,57.68,96.74,D,6.70,No,Yes,None,High,1,9
Female,19,CS,74.73,52.31,49.60,76.64,63.03,5.52,90.46,82.64,C,26.00,No,Yes,High School,Medium,9,7
Male,21,Engineering,75.43,67.67,90.22,60.93,52.97,3.46,88.05,75.92,B,28.20,No,Yes,High School,High,9,5
Male,18,CS,75.43,67.67,65.04,74.81,94.25,0.28,98.41,50.49,A,19.10,Yes,Yes,High School,Medium,8,6
Male,19,CS,75.43,88.65,87.82,62.77,73.94,4.61,96.79,55.18,A,22.40,Yes,Yes,Master's,Medium,9,8
Female,23,Engineering,80.41,89.47,71.87,60.12,86.87,5.71,60.70,89.42,B,26.50,No,Yes,High School,Medium,4,7
Male,21,CS,81.20,85.56,68.83,63.79,50.73,2.48,73.25,69.49,D,15.90,No,Yes,None,Medium,9,5
Female,21,Business,71.95,61.93,88.41,50.14,74.41,7.66,95.57,52.27,C,27.00,No,Yes,N/A,Low,4,7
Female,21,Engineering,74.33,44.32,65.41,78.51,66.29,3.71,82.04,91.28,A,14.30,No,Yes,High School,Low,5,6
Female,20,Engineering,97.98,60.97,88.12,69.37,51.52,7.49,73.19,65.13,A,12.70,No,Yes,N/A,Low,6,6
Male,20,Engineering,86.63,80.79,46.04,94.93,88.78,5.79,55.45,69.31,B,29.60,Yes,Yes,None,Low,7,7
Male,24,Engineering,55.53,82.16,78.18,52.04,75.65,8.69,67.59,98.72,D,5.80,No,Yes,Bachelor's,Medium,3,7
Male,21,CS,60.61,97.90,82.16,52.16,66.66,5.47,83.26,50.78,A,13.00,No,Yes,None,Medium,2,8
Female,23,Business,98.78,67.22,93.95,94.29,90.29,1.86,88.85,86.07,A,16.50,No,Yes,N/A,Medium,5,6
Female,22,Mathematics,86.32,77.95,53.46,56.33,72.35,8.23,72.36,97.44,A,12.80,No,Yes,None,High,10,8
Male,23,CS,95.75,72.35,76.25,50.11,50.17,7.83,52.79,53.19,B,12.10,No,Yes,High School,Medium,3,4
Female,20,CS,65.19,49.04,66.00,58.95,97.22,9.72,81.66,93.30,C,14.30,No,Yes,Bachelor's,Low,3,5
Male,19,CS,87.09,67.67,62.97,91.19,62.78,0.94,96.08,70.81,A,15.00,No,Yes,Bachelor's,Low,7,9
Male,24,Engineering,85.70,72.69,46.40,90.14,91.53,5.91,74.82,93.90,B,6.80,No,Yes,N/A,Low,6,4
Male,20,Engineering,64.73,97.04,48.05,67.01,90.82,4.92,96.42,65.41,A,24.40,Yes,Yes,High School,High,3,7
Male,22,Business,77.54,61.99,90.22,83.40,58.12,6.71,67.71,99.13,C,9.20,Yes,Yes,PhD,Medium,7,9
Female,18,Business,81.37,98.81,84.99,74.81,73.70,9.80,94.32,82.35,C,6.00,No,Yes,High School,High,10,8
Male,24,Engineering,74.06,72.54,62.94,95.24,52.01,5.32,89.32,81.35,D,19.80,Yes,Yes,PhD,Low,10,9
Male,20,Engineering,91.36,54.55,89.71,74.81,67.73,6.86,98.09,90.30,A,21.70,Yes,Yes,High School,Medium,6,9
Male,23,Engineering,91.64,51.50,44.85,90.66,86.55,3.47,89.55,71.83,A,24.00,No,Yes,None,Medium,1,6
Male,24,Engineering,75.43,48.50,77.49,58.53,61.85,2.99,66.07,62.93,B,7.20,No,No,N/A,High,5,6
Male,23,Engineering,90.17,67.18,92.09,69.58,55.86,3.35,95.03,63.15,A,9.30,No,Yes,N/A,Medium,4,5
Male,21,Engineering,74.40,41.32,90.33,59.60,75.36,0.39,83.49,66.53,D,9.60,No,Yes,Master's,Medium,3,5
Male,21,Engineering,75.43,66.70,62.37,85.13,76.85,2.85,58.10,80.87,F,19.80,Yes,Yes,None,High,3,7
Female,21,Engineering,91.57,99.30,84.71,83.92,83.79,1.73,52.30,91.92,A,27.20,No,Yes,Bachelor's,High,8,6
Female,24,Engineering,74.51,80.21,65.65,77.39,87.96,4.57,68.29,74.98,F,22.70,No,Yes,N/A,Low,3,6
Female,18,Business,62.32,85.59,90.41,84.91,84.79,4.61,89.34,70.17,A,12.90,No,Yes,None,Medium,2,7
Female,22,Engineering,75.37,47.14,71.85,81.98,92.27,7.65,80.91,89.69,F,26.30,No,Yes,PhD,Low,5,5
Male,24,Engineering,57.09,68.39,85.89,74.81,61.15,5.02,76.36,64.48,C,21.70,No,No,Bachelor's,High,10,4
Female,19,Engineering,75.43,57.17,44.71,61.97,78.49,4.63,50.19,84.45,D,22.20,Yes,Yes,PhD,High,3,8
Female,23,Engineering,66.80,93.65,75.40,71.45,68.00,2.32,71.78,55.29,B,28.90,No,Yes,None,Medium,10,8
Female,23,CS,63.03,50.88,73.02,57.58,98.11,8.52,57.89,55.66,B,28.80,No,Yes,None,High,3,6
Male,24,CS,97.83,67.52,76.60,71.48,72.01,0.91,72.73,82.20,A,14.60,Yes,Yes,N/A,Medium,8,7
Female,24,Engineering,88.84,75.28,81.74,85.08,97.99,9.82,99.59,54.14,B,20.90,Yes,Yes,None,Medium,9,5
Female,22,Engineering,89.35,70.84,95.09,84.57,88.45,4.76,93.98,57.75,B,10.10,No,Yes,PhD,Medium,2,6
Male,18,Mathematics,75.43,89.81,87.14,85.47,85.92,1.86,65.53,81.22,B,15.30,Yes,Yes,Master's,Medium,1,4
Female,24,CS,91.96,53.89,53.18,65.44,74.58,3.54,79.68,71.91,B,11.80,No,Yes,None,High,8,5
Male,21,CS,87.96,62.64,89.55,83.11,72.17,0.15,75.10,78.06,A,14.20,No,Yes,N/A,Low,10,4
Female,22,CS,79.94,87.53,47.32,74.81,76.33,1.67,56.50,98.85,A,21.90,Yes,Yes,PhD,High,10,6
Male,19,CS,98.06,71.68,77.33,97.22,64.68,3.35,99.49,81.60,B,10.30,No,Yes,N/A,Low,6,7
Female,21,Business,59.58,64.13,92.97,74.81,95.23,5.54,71.26,79.54,F,9.50,No,Yes,High School,Medium,9,7
Female,19,CS,97.17,41.77,46.07,80.15,89.72,1.29,75.28,69.01,A,14.50,No,Yes,PhD,Low,1,6
Female,20,Engineering,70.07,85.20,90.98,87.51,90.07,6.76,82.38,81.54,F,7.50,No,Yes,PhD,Low,5,5
Male,19,Engineering,76.42,98.33,87.92,95.32,71.66,8.44,59.58,50.65,F,25.30,No,Yes,None,High,5,6
Female,21,Engineering,75.43,77.22,70.23,71.90,53.55,5.72,61.11,77.87,D,29.00,Yes,No,PhD,Medium,3,8
Male,20,Business,77.01,91.39,58.53,68.02,84.15,2.97,59.63,53.44,B,25.00,Yes,Yes,Bachelor's,Medium,2,9
Male,21,Engineering,80.56,71.01,64.33,71.50,68.72,1.21,69.22,61.01,A,18.30,No,Yes,High School,Medium,9,6
Male,23,CS,99.89,53.90,98.12,74.81,93.52,0.16,59.98,78.16,B,21.90,No,Yes,Bachelor's,Medium,7,9
Male,21,Business,75.43,40.87,52.10,74.81,89.02,7.32,96.32,83.40,D,25.10,Yes,Yes,Bachelor's,Medium,9,6
Female,20,Business,98.32,79.20,74.78,96.64,57.27,6.28,85.72,69.24,B,6.70,No,Yes,None,Medium,3,7
Female,19,CS,67.42,69.59,44.99,56.30,80.09,4.76,94.89,70.95,F,15.50,Yes,Yes,PhD,High,1,8
Female,23,CS,99.56,86.93,53.07,78.05,84.61,1.02,92.42,74.90,A,8.60,No,Yes,High School,High,2,6
Male,18,CS,72.77,81.68,85.80,94.88,78.41,2.07,85.16,87.95,C,7.30,Yes,Yes,High School,Low,6,5
Female,18,CS,75.43,99.28,58.16,55.01,75.70,8.15,62.14,50.88,F,24.00,No,Yes,High School,Medium,6,5
Male,18,Mathematics,75.43,70.62,99.15,74.81,61.39,4.80,80.77,72.35,F,26.50,No,Yes,Bachelor's,Medium,2,8
Male,18,Engineering,75.29,65.63,70.05,93.26,61.80,9.63,59.31,50.71,B,7.10,No,Yes,High School,Low,9,9
Male,22,CS,98.30,57.20,70.99,95.02,88.40,10.00,56.62,65.96,A,9.50,No,Yes,High School,High,10,5
Female,18,Business,97.35,68.61,42.18,75.72,50.93,8.01,81.63,75.99,A,10.50,No,Yes,N/A,Low,1,8
Female,20,Engineering,84.19,92.37,97.39,51.25,88.95,2.58,81.23,54.00,D,26.40,Yes,Yes,None,Low,4,4
Male,24,CS,89.89,42.55,50.45,55.28,76.34,2.31,57.83,74.26,B,27.80,Yes,Yes,Bachelor's,Low,4,8
Female,18,Mathematics,75.43,98.67,72.30,79.34,96.81,2.54,67.62,96.23,C,24.10,No,Yes,Bachelor's,High,1,8
Female,21,Business,86.08,99.60,63.74,56.19,99.87,9.87,53.31,84.27,A,24.90,Yes,Yes,N/A,Medium,5,8
Male,24,Business,80.90,75.87,64.94,57.47,83.17,3.35,85.79,89.11,F,13.60,Yes,Yes,Master's,Low,6,8
Male,18,Engineering,54.58,59.89,78.60,88.61,70.61,7.06,99.37,79.02,D,15.20,No,Yes,Master's,Medium,9,7
Female,24,Business,55.66,53.38,79.73,87.53,73.75,9.59,87.00,94.82,D,12.00,No,Yes,PhD,Low,8,5
Male,19,CS,55.42,56.59,49.26,92.14,60.21,8.20,92.21,57.34,D,29.00,No,Yes,PhD,Low,4,9
Male,20,Engineering,86.22,43.01,69.98,55.29,54.96,5.98,73.82,72.49,A,23.20,No,Yes,Bachelor's,High,6,5
Female,20,Mathematics,57.09,68.51,87.43,59.91,78.94,1.69,54.78,79.85,D,13.50,No,Yes,N/A,High,7,5
Female,24,CS,75.43,43.44,66.60,91.65,90.27,1.75,86.33,93.67,A,8.40,Yes,Yes,Master's,High,6,6
Male,23,Business,75.43,83.11,49.95,86.05,63.09,4.92,62.83,65.40,C,9.90,No,Yes,PhD,Low,5,7
Female,22,Engineering,77.53,62.32,58.79,90.30,70.98,9.52,69.41,50.06,F,10.10,Yes,Yes,Master's,Medium,1,5
Male,21,CS,85.32,51.96,52.74,99.49,77.74,9.04,85.15,98.72,A,20.40,Yes,No,Master's,Low,7,8
Male,24,Business,84.24,72.69,47.55,93.22,95.39,1.66,95.24,51.30,D,27.60,No,Yes,Bachelor's,Medium,7,5
Female,20,CS,75.78,98.43,62.65,76.02,56.93,2.88,74.31,57.62,A,26.70,No,Yes,PhD,High,5,7
Male,19,Engineering,73.22,81.71,72.46,74.81,61.84,5.89,98.08,71.10,C,6.70,No,Yes,N/A,Low,9,6
Male,18,CS,69.89,69.50,44.37,78.48,95.93,4.77,76.00,74.82,C,22.70,Yes,Yes,N/A,Medium,3,8
Male,20,Mathematics,93.10,86.61,76.23,81.93,51.98,1.19,56.13,91.72,A,9.20,No,Yes,N/A,Medium,1,6
Female,19,CS,66.54,84.25,99.58,66.77,82.81,3.69,75.92,72.39,A,12.80,Yes,Yes,Master's,Medium,5,8
Female,18,CS,62.97,93.50,97.85,74.81,81.98,9.55,93.03,77.37,B,18.60,No,Yes,Bachelor's,Low,4,5
Female,22,CS,87.17,52.28,89.75,54.64,69.16,9.51,76.90,60.00,A,26.00,No,Yes,High School,Low,6,7
Male,20,Mathematics,67.99,91.53,55.98,88.97,73.41,5.59,87.39,78.46,C,10.90,No,No,N/A,Medium,2,6
Male,20,Business,92.35,58.06,41.34,51.60,92.75,6.35,77.40,67.42,B,26.80,No,Yes,PhD,Medium,5,6
Female,24,Business,66.39,96.46,90.01,74.90,58.25,2.22,77.30,54.94,F,23.40,No,Yes,Master's,Medium,8,4
Female,24,Engineering,85.10,56.86,43.34,93.07,61.58,7.42,64.24,97.32,A,21.90,Yes,Yes,Master's,Low,8,6
Female,19,Engineering,52.26,95.61,52.34,54.32,75.62,0.52,60.06,54.08,F,8.30,No,Yes,PhD,Low,2,5
Male,23,CS,69.28,97.83,72.67,75.89,70.49,2.21,63.95,83.89,C,16.90,Yes,Yes,Master's,High,3,5
Female,24,Engineering,67.16,48.73,50.70,57.97,78.72,0.06,72.04,95.41,A,11.90,No,Yes,Bachelor's,Low,9,7
Male,21,CS,90.83,98.47,90.03,74.81,96.04,3.86,90.48,58.96,A,19.70,No,No,PhD,Medium,7,7
Female,22,Mathematics,98.35,45.14,86.63,91.62,95.86,8.50,91.45,61.86,A,21.80,No,Yes,PhD,Medium,9,7
Male,21,Business,75.43,53.11,85.35,96.70,61.50,9.83,58.17,71.34,D,6.60,No,No,None,Low,4,7
Male,20,Engineering,91.24,66.65,88.97,93.75,65.11,6.68,77.64,64.73,B,21.10,No,Yes,Master's,Medium,7,5
Female,21,CS,84.98,99.62,53.18,86.83,58.10,7.45,70.80,87.95,A,17.50,No,Yes,None,High,7,5
Male,18,Business,98.37,69.31,83.73,59.24,96.39,2.63,78.55,66.91,B,26.00,Yes,Yes,Master's,Low,7,7
Female,22,CS,90.56,73.02,61.32,65.13,69.89,5.20,82.38,99.29,A,24.80,No,Yes,High School,Medium,10,6
Male,21,CS,53.87,81.67,80.01,74.84,72.49,7.37,63.98,92.94,D,15.30,Yes,Yes,PhD,Low,5,6
Male,18,CS,85.66,98.10,47.32,74.81,90.13,4.97,95.96,94.77,A,29.40,Yes,Yes,None,High,6,8
Female,19,Engineering,76.77,87.00,82.34,89.11,75.65,0.89,96.77,53.18,A,19.70,Yes,Yes,N/A,Low,4,5
Male,21,Business,50.82,53.45,98.33,61.35,55.99,7.41,55.27,58.82,C,29.10,No,Yes,None,Low,9,9
Female,22,CS,62.57,58.18,42.62,56.41,71.89,2.20,85.15,58.47,B,23.00,Yes,Yes,None,Low,4,8
Female,18,CS,96.09,45.86,45.63,74.13,81.53,0.98,51.66,83.60,A,15.20,No,Yes,High School,Low,9,9
Female,21,Engineering,75.43,78.67,47.42,57.89,85.96,4.78,52.33,50.60,A,10.80,No,Yes,PhD,Medium,9,7
Male,19,Business,89.94,50.84,65.83,84.69,82.27,0.75,97.89,90.32,B,16.60,No,Yes,Bachelor's,Medium,5,8
Male,21,CS,75.43,55.44,57.45,74.81,55.96,6.29,84.74,77.35,A,28.40,No,Yes,Master's,Medium,9,9
Male,18,CS,90.33,93.29,88.42,87.06,65.22,6.40,66.23,78.32,A,8.30,No,Yes,PhD,High,9,6
Female,21,Mathematics,50.51,59.61,68.43,53.17,86.68,2.57,83.49,76.87,F,16.50,No,Yes,Master's,Low,3,8
Female,22,Mathematics,64.39,74.00,69.07,98.23,94.01,9.65,92.29,76.77,F,13.70,No,Yes,N/A,Medium,3,9
Male,20,Mathematics,51.53,63.85,83.02,50.00,52.36,8.24,93.55,59.89,C,26.70,No,Yes,Bachelor's,Low,4,6
Male,18,Business,54.71,44.44,61.72,66.27,52.11,1.10,51.03,64.16,F,25.10,Yes,Yes,Master's,Medium,8,6
Female,18,CS,60.94,61.77,61.19,83.98,82.17,7.49,90.91,74.38,F,18.80,Yes,Yes,Master's,High,3,7
Male,18,CS,75.18,64.48,85.42,52.26,77.40,3.53,92.66,83.89,F,15.40,No,Yes,Master's,High,2,6
Female,18,CS,92.38,93.74,86.80,54.17,57.77,7.50,79.78,63.60,A,22.10,Yes,Yes,Bachelor's,Medium,6,6
Male,21,CS,93.10,59.47,40.86,53.83,77.41,8.01,74.00,90.31,A,28.80,No,Yes,Bachelor's,High,3,6
Female,22,Mathematics,80.81,62.75,48.63,74.81,98.72,1.51,55.55,90.53,B,7.50,Yes,Yes,Bachelor's,Medium,9,6
Male,19,Business,96.41,86.97,52.79,94.80,81.55,6.62,61.98,63.69,A,27.50,No,Yes,N/A,High,10,5
Male,22,Business,75.00,85.54,61.10,74.81,72.46,8.63,74.52,78.00,D,12.40,Yes,Yes,Master's,High,9,6
Female,18,CS,75.43,87.90,57.49,80.18,91.38,3.23,93.25,67.45,F,5.10,No,Yes,PhD,Low,10,8
Female,23,Mathematics,72.70,97.23,80.11,67.30,60.64,0.80,90.16,59.53,C,23.50,No,Yes,N/A,Medium,6,7
Female,21,Business,63.86,87.73,89.69,50.94,70.72,0.27,74.80,90.30,C,24.70,No,Yes,N/A,Low,5,6
Male,23,CS,95.82,64.46,51.53,51.08,76.39,1.10,89.28,99.57,A,12.60,No,Yes,N/A,Low,2,5
Female,21,Business,69.40,89.29,73.78,94.42,75.23,0.04,88.29,78.29,F,24.50,Yes,Yes,Bachelor's,Medium,8,8
Female,18,CS,75.17,70.52,62.07,55.13,96.05,3.27,78.95,95.70,D,25.00,No,Yes,None,Low,3,7
Male,21,CS,66.44,56.66,70.35,74.81,64.63,2.99,61.02,82.11,D,21.90,No,Yes,Master's,Low,5,9
Female,18,Engineering,83.14,58.18,77.25,58.22,52.83,1.10,67.40,78.29,B,6.00,Yes,Yes,Bachelor's,Medium,10,5
Female,22,Engineering,99.75,53.43,93.62,83.73,95.82,6.51,58.20,74.01,A,21.70,Yes,Yes,Master's,Low,4,5
Female,24,CS,75.43,48.70,51.54,97.45,60.85,9.92,50.36,61.79,C,28.30,No,Yes,PhD,High,3,4
Male,20,CS,94.99,51.07,45.22,68.11,68.95,9.01,54.03,54.21,B,20.50,No,Yes,None,High,3,4
Male,21,Mathematics,50.20,43.79,77.63,86.72,76.54,2.53,87.98,72.12,F,14.20,No,Yes,Master's,High,9,6
Male,18,Engineering,68.21,93.31,63.65,67.54,98.79,7.70,51.67,78.07,B,19.10,No,No,N/A,High,2,5
Female,23,Business,58.43,95.86,49.77,65.25,76.76,9.37,69.99,75.47,C,29.80,No,Yes,Bachelor's,Medium,3,4
Male,18,CS,87.87,75.21,47.03,60.09,72.39,9.06,99.29,84.78,B,16.80,No,Yes,Master's,Medium,5,5
Female,23,CS,52.53,90.43,73.53,91.05,79.18,8.85,89.76,59.60,C,26.00,No,Yes,High School,Low,4,8
Female,21,CS,77.67,51.01,58.03,74.81,98.54,7.86,87.53,67.71,B,8.50,Yes,Yes,Master's,Low,9,8
Female,19,CS,64.75,94.10,99.85,64.16,90.90,2.93,63.74,70.78,D,6.40,Yes,Yes,N/A,Medium,5,5
Male,23,CS,56.68,70.38,64.35,99.95,58.45,0.84,82.09,59.33,F,14.80,No,Yes,Bachelor's,Medium,10,9
Male,18,CS,75.43,44.03,52.74,66.37,90.16,4.88,74.94,95.32,F,8.40,Yes,No,N/A,Low,5,5
Female,21,Engineering,60.87,48.48,77.73,71.14,92.05,0.55,81.19,84.08,A,13.30,No,Yes,N/A,Low,7,4
Female,18,CS,61.18,58.54,54.66,99.50,84.53,9.98,71.79,54.59,D,22.90,No,Yes,None,Low,4,5
Male,19,Business,63.75,42.61,69.65,68.47,82.86,3.58,76.55,85.64,D,16.10,No,No,N/A,Low,5,5
Male,20,CS,79.34,58.56,68.95,68.31,72.04,9.58,99.42,77.39,B,13.00,No,Yes,N/A,High,1,7
Male,24,Engineering,82.98,43.60,67.21,91.39,82.08,7.73,66.47,76.20,D,27.30,No,Yes,Master's,Medium,7,5
Female,24,CS,50.88,54.16,87.77,65.60,86.88,4.11,60.82,99.49,F,5.20,No,Yes,None,Low,4,7
Male,19,Engineering,62.09,55.94,53.00,61.69,56.14,1.18,72.42,80.91,C,25.40,No,Yes,Bachelor's,Low,2,5
Male,22,CS,75.43,99.66,94.26,74.81,62.87,2.37,76.22,94.84,C,20.50,No,Yes,High School,Low,7,5
Male,21,Mathematics,66.60,54.13,87.48,85.03,59.70,6.73,54.28,95.68,B,6.20,No,Yes,High School,Medium,8,9
Female,19,Business,94.21,54.35,59.99,52.16,92.06,8.30,90.30,55.07,A,5.90,No,Yes,Bachelor's,Low,9,5
Male,20,Engineering,89.39,81.21,50.84,68.70,84.00,9.79,71.10,50.42,A,9.30,Yes,Yes,None,Medium,8,8
Female,18,CS,81.29,91.56,56.77,67.31,72.54,1.32,70.66,71.76,F,29.40,No,Yes,PhD,Medium,8,6
Female,21,Engineering,66.90,63.22,59.96,62.24,91.30,1.56,82.94,88.46,D,7.10,Yes,Yes,High School,Low,8,9
Female,23,Business,85.03,92.54,73.42,82.71,85.84,0.42,88.66,91.21,A,23.50,No,Yes,Master's,Medium,7,9
Male,19,CS,92.18,60.41,42.78,64.50,95.68,2.60,99.30,89.37,A,15.00,No,Yes,High School,Medium,2,8
Male,20,Engineering,79.74,51.82,94.86,80.34,53.84,8.21,58.68,72.36,B,10.90,Yes,Yes,PhD,High,2,8
Male,19,Business,89.22,59.78,45.92,75.22,75.46,1.98,67.28,87.50,A,19.40,No,Yes,Bachelor's,Medium,9,8
Female,22,Business,87.46,76.56,56.76,60.86,85.34,5.48,58.41,85.94,A,14.20,No,Yes,None,Medium,1,7
Male,24,Business,78.59,62.03,46.56,63.33,60.37,4.46,94.04,65.69,C,12.80,No,Yes,N/A,Medium,1,8
Female,24,Business,75.43,80.37,55.40,58.53,66.36,3.26,77.42,58.44,D,11.00,No,Yes,Bachelor's,Low,7,7
Male,21,Mathematics,87.29,54.22,90.26,52.83,70.95,6.18,92.62,81.07,A,16.40,No,Yes,None,High,10,8
Male,18,Engineering,60.34,82.06,76.91,80.96,89.72,5.02,99.26,83.85,C,9.20,No,Yes,Bachelor's,Medium,6,9
Male,20,Engineering,75.43,60.85,53.64,83.64,74.68,3.35,77.51,78.40,F,26.30,No,Yes,Bachelor's,Medium,6,8
Male,19,Business,90.23,67.35,92.31,58.30,74.64,6.89,55.91,60.66,A,19.80,No,Yes,High School,Medium,8,9
Female,21,Engineering,91.11,73.46,88.04,80.77,71.54,2.80,68.06,63.83,A,6.60,Yes,Yes,Master's,Low,4,6
Female,19,Mathematics,73.65,81.17,85.22,99.10,61.43,6.43,51.81,85.42,C,16.40,No,No,None,High,5,9
Female,21,CS,59.62,54.32,90.86,53.72,96.15,9.57,92.47,98.13,C,20.70,No,No,High School,High,5,5
Female,24,CS,54.99,90.16,77.18,74.52,65.89,7.29,50.89,97.24,D,26.50,No,No,PhD,Low,6,4
Male,22,CS,87.17,83.31,70.09,86.65,78.37,4.18,79.61,75.98,B,5.60,No,Yes,High School,Medium,1,5
Female,19,CS,94.31,54.05,62.44,52.30,57.44,7.48,55.31,94.33,A,16.40,No,Yes,High School,Low,4,5
Female,22,CS,82.54,98.50,53.43,88.91,71.71,8.09,50.38,51.47,F,22.60,No,Yes,Bachelor's,Low,3,8
Female,23,Business,57.21,79.89,73.44,98.98,95.19,3.26,62.81,93.06,F,9.90,Yes,Yes,Master's,Low,7,6
Male,23,CS,96.74,67.15,93.37,54.42,99.77,7.05,77.59,73.81,A,10.50,Yes,Yes,High School,High,1,5
Female,24,Business,99.46,49.45,75.64,91.11,68.09,4.34,53.75,89.08,A,17.20,No,Yes,N/A,Medium,2,8
Female,20,Engineering,71.67,71.99,95.18,68.93,57.70,8.19,80.74,50.28,D,27.10,Yes,Yes,Bachelor's,Medium,8,5
Male,22,CS,79.74,49.89,61.42,57.21,65.72,2.95,83.60,93.43,F,15.00,No,Yes,High School,High,2,4
Male,21,CS,75.43,65.77,81.71,74.66,66.36,9.38,98.48,79.75,B,17.10,Yes,Yes,N/A,Medium,9,6
Female,20,Engineering,75.43,64.52,78.92,53.58,82.23,5.75,94.98,62.01,B,20.90,No,Yes,None,Low,4,4
Female,19,Business,98.39,83.20,80.23,76.11,74.81,3.53,78.34,67.37,B,12.80,No,Yes,High School,Low,3,5
Male,19,Business,55.74,51.54,78.70,50.97,88.42,4.19,89.67,60.03,C,26.70,No,No,None,Low,4,8
Female,21,Business,79.04,89.31,53.30,86.43,85.07,3.48,68.18,71.22,A,29.00,No,Yes,None,Low,9,6
Male,18,Mathematics,84.60,59.57,48.62,74.40,62.57,1.46,79.29,66.50,C,21.30,No,Yes,PhD,High,7,4
Female,18,Engineering,94.50,66.64,98.72,72.95,89.21,0.68,70.17,76.73,B,21.00,No,Yes,Bachelor's,Medium,4,6
Female,19,Mathematics,75.43,86.34,42.72,59.81,92.37,3.22,66.85,90.74,A,21.80,No,No,Master's,Low,7,7
Female,24,Business,98.90,77.52,68.06,68.06,79.92,4.59,86.38,99.11,A,9.80,Yes,Yes,Master's,Medium,8,5
Female,24,Business,75.60,58.48,65.50,59.09,96.38,3.62,64.83,62.57,B,23.30,Yes,Yes,High School,Low,8,5
Female,21,CS,91.54,63.17,61.60,86.77,89.15,0.14,69.03,55.33,A,13.70,Yes,Yes,PhD,Low,6,8
Male,18,Mathematics,71.36,58.35,86.92,59.95,79.77,5.79,68.36,69.78,F,29.80,Yes,No,None,Low,1,4
Male,22,Engineering,71.12,75.69,84.72,80.84,95.31,1.45,93.52,57.18,D,23.80,No,Yes,High School,High,10,9
Female,19,Business,62.67,59.96,94.31,63.98,80.02,2.11,58.52,91.71,A,19.60,No,Yes,Bachelor's,Low,3,4
Female,23,CS,90.91,83.54,63.73,82.85,76.06,1.21,69.07,75.06,B,27.80,Yes,Yes,Master's,High,6,7
Female,22,CS,99.29,74.79,73.85,77.02,67.81,5.20,94.39,81.00,A,29.30,No,Yes,Master's,Medium,1,5
Male,21,CS,62.82,48.74,93.54,71.17,94.14,0.95,50.77,57.53,B,25.50,No,No,None,Medium,5,7
Male,23,CS,52.81,58.62,99.63,83.65,56.14,2.56,97.39,87.48,D,23.90,No,Yes,N/A,High,2,5
Male,22,CS,90.78,53.29,98.16,70.79,73.68,4.52,94.95,98.68,A,6.50,No,Yes,N/A,Low,1,4
Male,18,Business,81.01,63.42,83.07,91.07,76.87,1.68,70.89,74.12,F,22.70,Yes,Yes,Master's,High,10,8
Male,24,CS,97.98,70.96,48.59,74.81,77.74,4.46,82.65,98.12,B,13.40,Yes,Yes,Bachelor's,Low,3,6
Male,18,CS,62.61,70.41,41.39,77.03,82.59,3.43,99.55,51.74,B,28.20,No,Yes,PhD,High,2,5
Male,23,CS,53.55,85.27,89.51,93.85,75.29,8.61,77.75,51.79,D,20.30,No,Yes,N/A,High,6,9
Male,20,Engineering,74.62,51.35,90.46,91.44,62.84,7.95,54.84,98.00,B,14.30,No,Yes,Master's,High,6,4
Female,24,CS,54.27,96.79,84.78,76.59,92.85,9.93,92.68,85.01,D,13.50,No,Yes,Master's,High,7,6
Male,19,CS,63.09,60.57,56.80,53.42,82.88,5.29,56.71,59.43,F,18.90,No,Yes,High School,Low,7,5
Male,23,Engineering,56.30,58.01,78.39,78.30,92.91,5.75,62.86,68.19,C,17.30,No,Yes,None,High,5,9
Male,21,Engineering,75.43,81.11,58.97,67.76,63.80,9.47,93.68,75.39,D,14.80,No,Yes,Master's,Low,3,7
Male,19,CS,55.31,88.33,67.04,77.01,81.85,4.00,62.80,85.13,F,10.20,No,No,Master's,Medium,6,8
Female,22,CS,97.70,62.71,62.95,82.36,85.71,5.56,87.25,92.10,A,24.90,No,Yes,Master's,High,3,5
Male,24,CS,63.93,84.81,94.82,82.24,69.17,3.79,72.38,54.13,D,15.80,Yes,Yes,None,Low,5,6
Female,21,Mathematics,72.19,93.02,54.05,83.68,90.61,5.46,87.99,82.83,B,7.50,Yes,Yes,Master's,Low,3,7
Female,21,CS,94.93,86.01,74.66,83.96,50.13,0.81,61.62,73.84,A,7.10,No,Yes,Master's,High,6,5
Female,18,Engineering,83.87,42.05,61.66,55.46,79.75,7.84,70.98,79.88,A,11.00,Yes,No,High School,Low,4,7
Male,22,CS,80.90,89.64,79.78,59.59,80.68,9.85,65.91,75.43,F,18.80,No,Yes,Bachelor's,Low,9,9
Male,18,Engineering,85.28,86.47,73.87,81.53,76.69,0.66,62.45,72.53,A,8.70,No,Yes,PhD,Medium,2,9
Male,18,CS,91.44,80.16,95.44,74.81,81.50,8.01,65.72,60.28,A,10.40,No,No,N/A,High,7,6
